TITLE = "Pathfinder plot"
VARIABLES = "X", "Y","rho","U","V","W","T","MOMxx","MOMyy","MOMzz","MOMxy","MOMxz","MOMyz","Qx","Qy","Qz"
ZONE f=point
0.00892857 0.00892857 1.25811e+18 -0.269889 0.26803 -0.0184532 272.374 0.00477715 0.00467694 0.00473942 -6.07598e-06 6.19702e-07 -2.4556e-07 0.00326404 0.00560178 0.000390954
0.00892857 0.0625 1.26356e+18 -0.0616857 0.952339 -0.0362541 272.339 0.00480394 0.00468695 0.00476223 -1.03133e-05 1.34097e-06 -1.40122e-07 0.00298158 0.00509687 0.000205259
0.00892857 0.0267857 1.2611e+18 -0.0816682 0.597898 -0.0117686 272.381 0.00479217 0.00468335 0.00475198 -5.15899e-06 1.10776e-06 -6.92751e-07 0.00309929 0.00520699 0.00043447
0.00892857 0.0446429 1.2624e+18 -0.0983807 0.779302 0.00809823 272.266 0.00479683 0.00468483 0.00475452 -6.56042e-06 7.63649e-07 1.66147e-07 0.00298104 0.00524339 -0.000192417
0.00892857 0.0982143 1.26506e+18 -0.0891915 1.27613 0.00239811 272.289 0.00481316 0.00468811 0.00476609 -1.48164e-05 -4.63938e-08 5.73846e-07 0.0029261 0.0043211 0.000134082
0.00892857 0.116071 1.26544e+18 -0.0842737 1.47781 -0.0103684 272.194 0.00481438 0.00468588 0.00476643 -1.74567e-05 -4.8115e-07 2.96559e-07 0.00372187 0.00413385 0.000137553
0.00892857 0.0803571 1.26449e+18 -0.09557 1.09305 0.0111338 272.313 0.00480847 0.00468915 0.00476463 -1.17521e-05 1.00307e-06 1.84942e-07 0.00305049 0.00456209 -0.000322159
0.00892857 0.169643 1.26582e+18 -0.0965989 2.00477 0.0524956 272.181 0.00481996 0.00468217 0.00476817 -2.75542e-05 1.65028e-07 8.16535e-08 0.00404933 0.00341678 -0.000287473
0.00892857 0.133929 1.26582e+18 -0.0511458 1.65646 -0.0162466 272.178 0.00481653 0.00468552 0.00476814 -2.03469e-05 1.3857e-07 1.03547e-06 0.00391984 0.00367599 -9.02777e-05
0.00892857 0.1875 1.26585e+18 -0.121263 2.17297 -0.00663764 272.179 0.00482204 0.00468098 0.0047675 -2.92424e-05 -7.24173e-07 6.52364e-07 0.00412342 0.00323076 -0.000683067
0.00892857 0.151786 1.26568e+18 -0.0990334 1.7904 -0.00921322 272.251 0.00482012 0.00468481 0.00476754 -2.3804e-05 -4.40532e-07 3.95881e-07 0.00404633 0.00351035 0.000159315
0.00892857 0.241071 1.26555e+18 -0.124647 2.78502 -0.0221521 272.011 0.00482026 0.00467321 0.00476495 -3.9963e-05 -3.3864e-07 1.3342e-06 0.00484877 0.00279457 -0.000456617
0.00892857 0.205357 1.26612e+18 -0.0797342 2.40949 -0.0870609 272.177 0.00482343 0.0046798 0.00477028 -3.30496e-05 -2.95324e-07 -6.09389e-08 0.00444757 0.00315212 0.000481951
0.00892857 0.258929 1.265e+18 -0.104979 3.01444 -0.0155927 272.037 0.00481774 0.00467017 0.00476564 -4.38269e-05 4.28648e-08 8.13894e-07 0.00475655 0.00251657 6.83708e-05
0.00892857 0.223214 1.2659e+18 -0.058463 2.57613 -0.0490827 272.082 0.00482119 0.00467739 0.00476749 -3.58301e-05 -7.67913e-07 1.51933e-07 0.00463855 0.00274655 7.82382e-05
0.00892857 0.276786 1.26441e+18 -0.0652845 3.15944 0.0240959 271.984 0.00481531 0.00466609 0.00476268 -4.63646e-05 -5.95702e-07 -3.64774e-08 0.00497918 0.00200048 9.83235e-05
0.00892857 0.366071 1.26093e+18 -0.159903 4.12956 -0.0231865 271.779 0.00479714 0.00464729 0.00474979 -6.70351e-05 3.56078e-07 6.4729e-07 0.00619491 0.00110531 0.000177666
0.00892857 0.330357 1.26248e+18 -0.0561081 3.71042 0.00081478 271.846 0.00480671 0.00465441 0.00475406 -5.80649e-05 3.0466e-07 -5.34271e-07 0.00531883 0.00161554 0.000559051
0.00892857 0.294643 1.2641e+18 -0.105329 3.3451 0.0904772 271.934 0.00481411 0.00466341 0.00476045 -5.00771e-05 4.99611e-07 1.82363e-08 0.00544938 0.00182884 -5.67967e-05
0.00892857 0.348214 1.26169e+18 -0.0907823 3.89438 -0.0673371 271.914 0.00480441 0.00465183 0.00475361 -6.26143e-05 -2.25453e-07 -1.02503e-07 0.00578634 0.00120324 0.000390752
0.00892857 0.3125 1.26335e+18 -0.0941139 3.54573 -0.0857019 271.902 0.00481012 0.00465898 0.00475876 -5.54633e-05 -9.99728e-09 3.16539e-07 0.00512465 0.00160032 -3.30954e-06
0.00892857 0.473214 1.25279e+18 -0.0800418 5.37835 -0.0220378 271.68 0.00476159 0.00461609 0.00471974 -9.14874e-05 4.93456e-07 1.75734e-06 0.00778782 -0.000829277 0.000264406
0.00892857 0.4375 1.25543e+18 -0.0938066 4.96015 -0.0368291 271.7 0.00477549 0.00462527 0.00472743 -8.14112e-05 -4.43975e-07 1.71654e-07 0.00745858 -0.000186902 0.00040374
0.00892857 0.401786 1.2585e+18 -0.10356 4.57317 -0.0108531 271.772 0.00478752 0.00463757 0.00474137 -7.45546e-05 -2.8924e-07 4.32823e-07 0.00697378 0.000637347 0.000217973
0.00892857 0.491071 1.25144e+18 -0.144599 5.59778 -0.0960079 271.573 0.00475392 0.00461039 0.0047124 -9.59463e-05 1.4685e-06 6.69626e-07 0.00845752 -0.000946084 0.000424612
